0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
1.0,0.00275,6.55e-06,-0.000853,-0.016,0.0924,0.00198,0.86,-0.000172,1.0,0.0327,0.00198,0.854,-0.00135,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.004731606,-0.022941874999999997,0.4382778386542584,0.012091200000000002,0.0057133999999999996,-1.08009499999958e-06,2.9596175e-05,0.021083200000000003,0.0,1.36502e-06,0.01429395,-3.6823444983356216e-05,-1.41136635,-4.2523,8.3971e-06,8.79665e-07,0.00079785,7.702799999999999e-07,0.09917723741031081,-0.0,0.06945598726836788,0.9999940643858554,-0.0,0.9999993192727764,2.22396e-05,0.010253390202,0.9872392205147406,0.9894001682163298,1.0,0.049692413760000005,0.0,-6.657705579996427e-07,0.0032339243927475003,2.02210380977082,0.50000065930466,-0.0008941469717100734,-3.486498294405,-0.999999999999823,-1.802941341e-05,2.6299512839998516e-05,1.568998135e-05,0.9999482332582803,3.81904824e-07,0.0,-0.43910320933075175,-1.1924929217801323,0.9997162224836221,-0.9999864087723551,-0.09420694547623072,-0.0,1.6843492886277842e-06,2.3620194601932947,0.6573595873715656,0.001794998117865351,5.919252952720685e-05,-0.004878450069000808,1.0,-1.3071324722242554e-06,1.0,0.0027564695000000003,-0.4479421463021443,0.25359567652746545,-3.1384480294898454e-06,2.423195764212301,-0.014548176781052762,-0.9972780716850969,-4.007365265696572e-05,-0.7632566951140222,0.5024051403396264,0.3814150128676853,0.9935659645930539,0.1267789095321773,0.8685470820221228,-1.931848619742997e-05,0.6424403301220741,-2.9987939511327757,0.0,0.0,0.6657050395666878,0.7998829199617369,0.7601961038319929,1.6328200520047718,0.00027772904330303216,0.9999999608603908,0.0,-0.8567951494324885,0.25183277159256556,0.0,0.0,0.0014034600000000003,-3.2368239731035042,-3.5658157986733747,-0.06188399,-0.9924647473507,-12.601343431805365
1.0,0.03,0.07,0.01,-0.01,0.41,0.05,0.08,-1.0,1.0,0.31,0.09,0.08,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.215073,-0.25027499999999997,0.042486672785078124,0.007557,0.062327999999999995,-0.011542487360948433,0.31629500000000005,0.013177000000000001,0.0,0.014588000000000002,0.155934,-0.37440199393208634,-0.00894200000000002,-4.2523,0.08974000000000001,0.009401000000000001,0.591,0.008232,0.09917723741031081,-0.0,0.04345262090660062,0.03850903384071131,-0.0,0.9985945269192029,0.1293,0.46606319099999993,-0.1729663780794405,0.13717932452866308,1.0,0.031057758600000002,0.0,-0.0071146691609746595,-8.918649848500001,2.062815108,0.5070455376275402,-0.11917925320834524,-0.022089422600000047,-0.999999999999823,-0.19268075400000004,0.2810616853588699,0.16767919000000003,0.9999941556592927,0.0040814256,0.0,0.6182971183474979,-0.04592202285504823,0.468761603206038,-0.9999580737883748,-0.05898590429255987,-0.0,0.01799860435901305,2.4095743276548,0.6565125615520958,0.23478943944101904,0.007889666562392454,-0.6053794204574677,1.0,-0.013968446062603522,1.0,-0.032315,-0.29302496157128277,0.1587841557651419,-0.03352423202077194,2.4719823027410595,-4.917004111640231,-0.9972780716850969,-0.428268167959036,-0.7808256907435567,3.291229220658831e-06,0.2568983866534708,0.996981998668155,-1.94710599389984,0.8935009058269356,-0.20645721508632148,0.7343591325784842,-2.239625647165755,0.0,0.0,0.6258472068921863,0.6643524723916592,0.5328744763946829,2.4210385019935563,0.0005698487901227289,0.9999998352243161,0.0,-0.43111056488477373,0.4111893308420027,0.0,0.25793284113230497,1.2264465501162418,-4.844837194625408,52.507406596040276,-0.592288,-0.1961567555,-14.858061001846684
1.0,0.06,0.07,0.01,-0.03,0.45,0.55,-0.03,-1.0,0.0,0.27,-0.5,-0.03,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.19485,-0.5005499999999999,-0.0159366248678128,0.022671,0.12465599999999999,-0.011542487360948433,0.31629500000000005,0.039531000000000004,0.0,0.014588000000000002,0.311868,-0.37440199393208634,0.298656,-0.0,0.08974000000000001,0.009401000000000001,0.591,0.008232,0.5,-0.0,0.1297052059542242,0.03850903384071131,-0.0,0.9575193863898035,0.1293,2.5892399499999996,-0.9401652641081601,-0.09075339413635751,0.0,0.0931732758,0.0,-0.0071146691609746595,-8.918649848500001,0.04071510800000001,0.5070455376275402,0.693159236766847,0.7377699167999999,0.0,-0.19268075400000004,0.2810616853588699,0.16767919000000003,0.78801857119587,0.0040814256,0.0,0.0728961473158598,-0.04592202285504823,0.9645589661664985,0.022675523221328698,-0.17533281886921295,-0.0,0.01799860435901305,0.0475593176548,0.6565125615520958,-0.8835042328529082,-0.04588714147396527,-0.5974255285537854,0.0,-0.013968446062603522,1.0,-0.032315,-0.7149810239869064,0.4719784151140343,-0.03352423202077194,0.048791103982059325,-5.816900840873552,0.0,-0.428268167959036,-0.7808256907435567,3.291229220658831e-06,0.5657126532876602,-0.9999862434138159,-2.3110595329673553,0.016664961103435596,-0.20645721508632148,0.6947968439742234,2.970003628183692,0.0,0.0,0.3357682692757662,0.2937249406083407,0.8823119790608716,1.74750642096063,0.028789120950152403,0.999579525768833,8.91503992718517,-0.7850285296292234,0.03046399555493806,1.585176459085876,1.5493738564667452,2.1619664216245105,-6.639102726754384,65.13221340417398,-0.564306,-0.8006831322,-18.484111080274072
1.0,0.1,0.07,0.01,-0.05,0.53,1.0,-0.14,-1.0,0.0,0.19,-1.0,-0.14,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.3897,-0.8342499999999999,-0.07430551673462689,0.037785000000000006,0.20776,-0.011542487360948433,0.31629500000000005,0.06588500000000001,0.0,0.014588000000000002,0.51978,-0.37440199393208634,0.6476999999999999,-0.0,0.08974000000000001,0.009401000000000001,0.591,0.008232,0.5,-0.0,0.21403855943650324,0.03850903384071131,-0.0,0.8406017748540618,0.1293,5.178479899999999,0.8925946200914221,-0.31376656992808244,0.0,0.155288793,0.0,-0.0071146691609746595,-8.918649848500001,0.04071510800000001,0.5070455376275402,0.9343213247373056,1.6000133099999998,0.0,-0.19268075400000004,0.2810616853588699,0.16767919000000003,0.7824951571227645,0.0040814256,0.0,-0.46036894675863527,-0.04592202285504823,0.8607479984243689,0.105351797914747,-0.28698017609105475,-0.0,0.01799860435901305,0.0475593176548,0.6565125615520958,-0.9541035977934383,-0.061852071697609624,-0.9266962956543618,0.0,-0.013968446062603522,1.0,-0.032315,-0.8993250537527055,0.7725219360195102,-0.03352423202077194,0.048791103982059325,-6.390196510175035,0.0,-0.428268167959036,-0.7808256907435567,3.291229220658831e-06,0.6676631126758529,-0.9999862434138159,-2.55331746829626,0.009614961103435597,-0.20645721508632148,0.5704659381703913,2.53998144279392,0.0,0.0,0.3581428740392673,0.38160235360834077,0.15532749466112944,1.90826993745543,0.3395911175446606,0.9431616360644587,4.205240490526716,0.44116421238290277,0.07285133284470541,1.7357883368878644,1.6201799804803676,2.2132583778599786,-6.890326328267472,68.89832852503854,-0.479738,-1.3843797469999999,-14.813612824828652
1.0,0.13,0.07,0.02,-0.08,0.61,1.0,-0.25,-1.0,0.0,0.1,-1.0,-0.25,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.3897,-1.084525,-0.1324207381987475,0.060456,0.270088,-0.011542487360948433,0.31629500000000005,0.10541600000000001,0.0,0.014588000000000002,0.675714,-0.37440199393208634,0.955298,-0.0,0.08974000000000001,0.009401000000000001,0.591,0.008232,0.5,-0.0,0.33445855526337553,0.03850903384071131,-0.0,0.8406017748540618,0.1293,5.178479899999999,0.2896757717614589,-0.5438305524731326,0.0,0.24846206880000002,0.0,-0.0071146691609746595,-8.918649848500001,0.04071510800000001,0.5070455376275402,0.9374219419190494,2.3598726493999997,0.0,-0.19268075400000004,0.2810616853588699,0.16767919000000003,0.7739732623621002,0.0040814256,0.0,-1.2218207063706967,-0.04592202285504823,0.8607479984243689,0.18624843072245278,-0.4401651843494202,-0.0,0.01799860435901305,0.0475593176548,0.6565125615520958,-0.9546585464340901,-0.06205733255504106,-0.9202064105750596,0.0,-0.013968446062603522,1.0,-0.06463,-0.9781402793942711,1.1848806597502042,-0.03352423202077194,0.048791103982059325,-6.578173059310942,0.0,-0.428268167959036,-0.7808256907435567,3.1015597061201383e-06,0.7050119132024754,-0.9999862434138159,-2.6537181254740454,0.009614961103435597,-0.20645721508632148,0.5704659381703913,1.705427060927308,0.0,0.0,0.4032993205884788,0.5134184731083407,0.3697041905923098,2.1494152121976295,0.19051608889009453,0.9817507936992586,5.323407258076377,-0.9490271178908509,0.01327521285417399,1.7182461923623102,1.3896028418007718,2.046228298600479,-5.986690316055126,71.28654826538337,-0.363146,-1.4522616516999998,-6.748357330261601
1.0,0.17,0.07,0.02,-0.1,0.69,1.0,-0.36,-1.0,0.0,0.02,-1.0,-0.36,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.3897,-1.418225,-0.1900838906448461,0.07557000000000001,0.353192,-0.011542487360948433,0.31629500000000005,0.13177000000000003,0.0,0.014588000000000002,0.883626,-0.37440199393208634,1.304342,-0.0,0.08974000000000001,0.009401000000000001,0.591,0.008232,0.5,-0.0,0.4093249190049017,0.03850903384071131,-0.0,0.8406017748540618,0.1293,5.178479899999999,-0.895386350915966,-0.7177139179387875,0.0,0.310577586,0.0,-0.0071146691609746595,-8.918649848500001,0.04071510800000001,0.5070455376275402,0.94133647526701,3.2221160425999997,0.0,-0.19268075400000004,0.2810616853588699,0.16767919000000003,0.7681313401847127,0.0040814256,0.0,-1.6952231842174892,-0.04592202285504823,0.8607479984243689,0.26409782506412,-0.5302871627614019,-0.0,0.01799860435901305,0.0475593176548,0.6565125615520958,-0.9553498153898867,-0.06231647466267606,-0.9116370548990315,0.0,-0.013968446062603522,0.0,-0.06463,-0.9912520649998644,1.4274800134374177,-0.03352423202077194,0.048791103982059325,-6.828502370011556,0.0,-0.428268167959036,-0.027646631400150178,3.1015597061201383e-06,0.7108771294422311,-0.1900642520612292,-2.7697209856459044,0.009614961103435597,-0.20645721508632148,0.9780660050080691,-0.39537373758257033,0.0,1.0,0.5226887446892863,0.6012958861083408,0.9919641335275426,2.31017872869243,0.02147128738307097,0.9997660951266991,2.8845268518289764,0.28452567254481864,0.15654464070045282,0.9706600177160944,0.4649492208402393,1.3764092155766694,-2.362955909828753,73.40506844033376,-0.278578,-1.5787046865,8.786753419140217
1.0,0.2,0.07,0.02,-0.12,0.77,1.0,-0.47,-1.0,0.0,-0.07,-1.0,-0.47,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.3897,-1.6684999999999999,-0.24709811876870855,0.090684,0.41552,-0.011542487360948433,0.31629500000000005,0.15812400000000001,0.0,0.014588000000000002,1.03956,-0.37440199393208634,1.61194,-0.0,0.08974000000000001,0.009401000000000001,0.591,0.008232,0.5,-0.0,0.4790572424221721,0.03850903384071131,-0.0,0.8406017748540618,0.1293,5.178479899999999,0.5934503116323001,-0.8539317672321279,0.0,0.3726931032,0.0,-0.0071146691609746595,-8.918649848500001,0.04071510800000001,0.5070455376275402,0.944115483052169,3.981975382,0.0,-0.19268075400000004,0.2810616853588699,0.16767919000000003,0.7621586705760169,0.0040814256,0.0,-2.1361615848819153,-0.04592202285504823,0.8607479984243689,0.3378339017607973,-0.609831781627938,-0.0,0.01799860435901305,0.0475593176548,0.6565125615520958,-0.9558343000378231,-0.06250044497805358,-0.9053008669309378,0.0,-0.013968446062603522,0.0,-0.06463,-0.996115143971261,1.6416061729642464,-0.03352423202077194,0.048791103982059325,-7.0160303397302695,0.0,-0.428268167959036,-0.027646631400150178,3.1015597061201383e-06,0.7130277366222216,-0.1900642520612292,-2.85741755588925,0.009614961103435597,-0.20645721508632148,0.9780660050080691,-0.776313912744028,0.0,1.0,0.5444620725827186,0.6891732991083408,0.8603120870792149,2.47094224518723,0.03614140530894838,0.9993374173635285,0.2883520504897552,0.07350879164777394,0.11037600396104652,0.9012704671129672,0.27225158961102874,1.2368190515142292,-1.6077703782366832,75.09754676882035,-0.16198600000000002,-1.6436718387999996,15.238602741141037
1.0,0.23,0.06,0.02,-0.14,0.85,1.0,-0.58,-1.0,0.0,-0.15,-1.0,-0.58,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.3897,-1.918775,-0.3032687826183771,0.10579800000000002,0.477848,-0.009893677167344659,0.27111,0.18447800000000003,0.0,0.012504,1.195494,-0.32507734000090543,1.9195379999999997,-0.0,0.07692,0.008058,0.591,0.007056,0.5,-0.0,0.5432254464643362,0.03850903384071131,-0.0,0.8406017748540618,0.1293,5.178479899999999,0.6900924489696578,-0.9468108781379928,0.0,0.43480862040000007,0.0,-0.006098387003934623,-8.742957013,0.034898663999999996,0.5060391383015331,0.9467664536206329,4.741834721399999,0.0,-0.165154932,0.24091042775506136,0.14372502,0.7560533782224993,0.0034983648,0.0,-2.6595704865237773,-0.04592202285504823,0.8607479984243689,0.40664239779579575,-0.6787337437129698,-0.0,0.015427846997341623,0.04076512941839999,0.6566336688690639,-0.9562916724819047,-0.0626759392296859,-0.899062627096852,0.0,-0.011973160377050387,0.0,-0.06463,-0.9980790302191971,1.8270833647009435,-0.028738791424070664,0.041820946270336556,-7.108680868519642,0.0,-0.3670869728436196,-0.02369863842116547,3.971021214022041e-06,0.7138924471687663,-0.16317640997625066,-2.8837065728066147,0.006227731203697325,-0.1769633020476432,0.9716189941944725,-1.117289672182757,0.0,1.0,0.563810504308507,0.7539199049970076,0.8279073848267953,2.4417333914451858,0.042494512202593315,0.999084115653918,0.4640857528695781,0.8625340664248687,0.30646034645455256,0.11300472924814908,0.0,1.0396,-0.5406451910326732,75.67220896997834,-0.063116,-1.7086389911,22.90727936118154
1.0,0.25,0.05,0.03,-0.13,0.93,1.0,-0.69,-1.0,0.0,-0.24,-1.0,-0.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.3897,-2.085625,-0.24194695910456518,0.09824100000000001,0.5194,-0.008244813173311483,0.22592500000000004,0.171301,0.0,0.01042,1.29945,-0.27391822488382783,1.8025099999999998,-0.0,0.0641,0.0067150000000000005,0.591,0.00588,0.5,-0.0,0.5118549410319803,0.03850903384071131,-0.0,0.8406017748540618,0.1293,5.178479899999999,-0.3907760521303541,-0.8582752710464369,0.0,0.4037508618,0.0,-0.005082059087354681,-16.4984641775,0.02908222,0.5050326900325788,0.9484653919353666,4.452740453,0.0,-0.13762911,0.20075898012813617,0.11977085000000001,0.7591227183820093,0.002915304,0.0,-2.5832352068121263,-0.04592202285504823,0.8607479984243689,0.3313239368466292,-0.6455946900177935,-0.0,0.012856871889112687,0.033970941181999996,0.6567547414335851,-0.9565823524571602,-0.06278840894612127,-0.8949657255033497,0.0,-0.009977779339018658,0.0,-0.096945,-0.9973043648799823,1.7378763460588982,-0.02395162762016801,0.034850788558613795,-11.41370284129186,0.0,-0.3059057907724223,-0.019749941370751974,6.706440958126336e-11,0.713551617034076,-0.13616679926866712,-4.446863440539567,0.0028402144010948784,-0.14746940062484207,0.9643544822269235,0.30205760137206994,0.0,1.0,0.4826612973197809,0.6868508416014203,0.9742011934373055,2.1713800728390056,0.02479977806615624,0.9996879661425927,6.6037544227296605,-0.361436185418081,0.05869321771902092,1.2123110358247176,0.6380680933749018,0.5773834731592212,-2.514520706312745,127.23416337358933,0.067778,-1.9653560036999995,17.503906875767758
1.0,0.28,0.04,0.02,-0.15,1.0,1.0,-0.63,0.0,0.0,-0.32,-1.0,-0.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.3897,-2.3359,-0.1796422057134734,0.113355,0.581728,-0.006595904343799115,0.18074,0.197655,0.0,0.008336,1.4553840000000002,-0.2211605362190606,1.726928,-0.0,0.05128,0.005372,0.591,0.004704,0.5,-0.0,0.5731491289838537,0.03850903384071131,-0.0,0.8406017748540618,-0.0,5.178479899999999,-0.8390208539786823,-0.6886870194685482,0.0,0.465866379,0.0,-0.00406569303551689,-4.6683713419999995,0.023265776,0.5040262009754107,0.95091522745365,4.2660302384,0.0,-0.110103288,0.16060737414229848,0.09581668,0.7529504201411488,0.0023322432,0.0,-3.096659660260277,-0.04592202285504823,0.8607479984243689,0.25022124731779627,-0.7093214504390171,-0.0,0.010285715306856654,0.027176752945599996,0.6568757816356962,-0.9569981817337888,-0.06295058805743163,-0.8889227793087244,0.0,-0.007982318835946894,0.0,-0.06463,-0.9985950370148211,1.90942241243679,-0.019163027121749412,0.027880630846891036,-5.224350108631685,0.0,-0.24472461957204245,-0.015800657477095432,0.0012349219550697454,0.7141192875814809,-0.10905557556693866,-2.109976409135901,-0.0005475415116856716,-0.11797550888250377,0.9562783899412585,-1.7170407843116129,0.0,1.0,0.5973424860717302,0.7515982729075348,0.9886062149222259,2.142172702999498,0.024450746637886878,0.999696686125867,1.6705750677062605,-0.940074019045683,0.02338551775358505,1.2578802274305745,0.5672341158712376,0.6286956064628755,-2.295206531613463,52.11828446410291,0.16664800000000002,-2.2922931559999995,21.836510299915705
